Age,Income,Risk_Tolerance,Investment_Goal_Encoded,Experience_Years,User_Class
42,1401841,4,1,21,Moderate
24,3145938,9,0,3,Aggressive
62,2000000,9,2,10,Aggressive
58,710263,6,2,37,Moderate
62,350000,2,0,20,Conservative
27,232621,1,0,6,Conservative
42,1221533,7,2,21,Moderate
57,658867,10,1,36,Aggressive
23,1965924,10,2,2,Aggressive
20,3666857,5,3,0,Aggressive
59,4236994,6,1,38,Moderate
44,1021769,5,0,23,Moderate
34,336593,5,0,13,Moderate
34,198761,9,2,13,Aggressive
21,3951800,7,0,0,Aggressive
53,275829,9,2,32,Moderate
42,288186,2,3,21,Conservative
20,441283,8,2,0,Aggressive
58,1143470,4,0,37,Conservative
38,4688700,2,2,17,Moderate
51,604749,1,1,30,Conservative
25,2671634,2,2,4,Moderate
41,2375512,5,1,20,Moderate
34,214634,7,1,13,Moderate
62,2000000,4,2,10,Moderate
61,408210,8,3,40,Moderate
62,735802,1,2,41,Conservative
42,1211588,5,2,21,Moderate
36,2703209,3,1,15,Moderate
31,721631,1,2,10,Conservative
31,727311,7,2,10,Moderate
61,1473527,3,3,40,Moderate
22,1103212,8,2,1,Aggressive
42,2576004,8,0,21,Aggressive
32,1479723,3,2,11,Moderate
44,2000000,9,2,20,Aggressive
46,850138,1,3,25,Conservative
38,389287,7,2,17,Moderate
21,982797,5,1,0,Moderate
41,455335,8,1,20,Moderate
43,699751,3,2,22,Conservative
36,241434,3,2,15,Conservative
68,3137283,9,2,47,Aggressive
47,151594,2,2,26,Conservative
31,466389,2,3,10,Conservative
55,1504198,8,3,34,Aggressive
55,1102908,1,3,34,Conservative
63,679055,10,2,42,Aggressive
18,769473,6,1,0,Moderate
52,992029,5,2,31,Moderate
23,865124,10,3,2,Aggressive
57,746549,8,2,36,Moderate
43,1757552,8,2,22,Aggressive
48,261184,1,3,27,Conservative
28,3264354,7,1,7,Aggressive
37,2491208,10,2,16,Aggressive
32,683676,9,2,11,Aggressive
51,467296,4,2,30,Conservative
48,787282,4,1,27,Conservative
19,434763,4,2,0,Moderate
61,653383,9,2,40,Moderate
40,270980,5,1,19,Moderate
18,483402,7,0,0,Moderate
38,805224,3,3,17,Moderate
42,551818,1,1,21,Conservative
35,416682,1,2,14,Conservative
37,1404429,8,3,16,Aggressive
41,1090277,4,2,20,Moderate
62,900000,7,2,2,Moderate
69,453305,6,2,48,Moderate
24,999183,5,2,3,Moderate
53,904374,7,2,32,Moderate
62,900000,7,2,2,Moderate
31,1692421,7,2,10,Aggressive
51,570466,4,0,30,Conservative
44,3558373,9,3,23,Aggressive
51,2705309,9,2,30,Aggressive
43,3286999,8,3,22,Aggressive
23,1409462,7,2,2,Aggressive
39,652844,6,2,18,Moderate
23,616195,6,0,2,Moderate
33,2733647,9,0,12,Aggressive
40,593416,8,1,19,Moderate
57,1126223,6,1,36,Moderate
44,1209626,5,2,23,Moderate
46,1779720,10,2,25,Aggressive
35,3878708,1,1,14,Conservative
50,1437351,3,1,29,Conservative
40,480588,4,1,19,Conservative
52,2965942,7,2,31,Aggressive
56,1507956,1,1,35,Conservative
22,955609,5,2,1,Moderate
36,4433198,10,3,15,Aggressive
27,2234480,6,2,6,Aggressive
40,2381012,6,2,19,Aggressive
27,185399,2,2,6,Conservative
48,754735,9,1,27,Moderate
20,2557975,1,2,0,Moderate
36,677029,8,0,15,Moderate
57,4015304,8,2,36,Aggressive
48,1482121,4,2,27,Moderate
66,2963555,3,0,45,Conservative
26,996089,7,3,5,Aggressive
21,641310,4,0,0,Conservative
62,2000000,4,2,5,Moderate
21,1764602,10,1,0,Aggressive
26,900000,7,2,10,Aggressive
53,4066767,2,1,32,Conservative
56,655821,5,2,35,Moderate
62,900000,8,2,10,Moderate
22,537096,9,2,1,Aggressive
62,350000,8,2,10,Moderate
42,1263700,1,1,21,Conservative
39,586626,8,1,18,Moderate
48,1390395,4,2,27,Moderate
47,575205,4,2,26,Conservative
69,415588,6,2,48,Moderate
41,1261620,1,0,20,Conservative
44,900000,5,1,5,Moderate
54,474158,2,1,33,Conservative
64,310388,3,3,43,Conservative
49,666553,8,0,28,Moderate
40,3163166,10,3,19,Aggressive
49,196152,8,1,28,Moderate
27,557878,1,2,6,Conservative
35,890491,1,1,14,Conservative
41,390596,5,3,20,Moderate
62,350000,7,2,5,Moderate
53,4887040,8,1,32,Aggressive
47,1397008,10,2,26,Aggressive
56,622472,1,2,35,Conservative
31,1369955,6,2,10,Moderate
20,700486,9,0,0,Aggressive
43,4550452,5,2,22,Moderate
57,1117242,9,2,36,Aggressive
64,1295089,7,1,43,Moderate
42,1164000,8,0,21,Moderate
49,623893,1,2,28,Conservative
62,350000,10,1,0,Aggressive
47,1143810,7,0,26,Moderate
46,403629,9,2,25,Moderate
62,900000,8,2,10,Moderate
44,538348,2,2,23,Conservative
62,900000,5,2,10,Moderate
43,2178636,10,2,22,Aggressive
62,2000000,5,2,10,Moderate
38,437479,5,1,17,Moderate
51,3128659,5,2,30,Moderate
62,900000,8,0,5,Moderate
44,900000,7,2,5,Moderate
31,2309866,4,3,10,Moderate
59,976735,8,1,38,Moderate
62,2000000,7,2,5,Aggressive
56,329884,7,0,35,Moderate
55,669389,10,2,34,Aggressive
62,350000,6,2,5,Moderate
22,958532,6,1,1,Moderate
37,298038,6,2,16,Moderate
42,2943455,8,0,21,Aggressive
56,1242660,9,3,35,Aggressive
23,629016,2,0,2,Conservative
59,1063443,5,2,38,Moderate
39,2154654,6,2,18,Aggressive
24,1685519,5,2,3,Aggressive
27,454456,1,2,6,Conservative
50,4749394,7,1,29,Moderate
67,210644,3,2,46,Conservative
62,900000,5,2,2,Moderate
68,976749,3,2,47,Conservative
65,2870134,5,1,44,Moderate
62,350000,6,0,10,Moderate
59,2339532,2,0,38,Conservative
31,936817,4,3,10,Moderate
51,1363786,8,2,30,Moderate
21,906980,9,2,0,Aggressive
20,1619332,2,0,0,Moderate
36,4702360,8,1,15,Aggressive
69,162657,4,3,48,Moderate
67,4409640,8,2,46,Aggressive
39,1004895,10,1,18,Aggressive
33,1359655,2,2,12,Conservative
38,430135,6,1,17,Moderate
40,907801,5,0,19,Moderate
52,189282,9,2,31,Moderate
62,2000000,6,2,10,Moderate
62,900000,7,2,10,Moderate
52,1127939,10,3,31,Aggressive
18,2552355,7,0,0,Aggressive
49,221318,6,0,28,Moderate
62,2000000,9,2,10,Aggressive
24,851289,9,1,3,Aggressive
31,672054,1,1,10,Conservative
58,3251674,4,0,37,Moderate
63,170852,9,2,42,Moderate
35,623084,9,3,14,Aggressive
62,350000,9,2,0,Moderate
36,559372,7,0,15,Moderate
33,1449288,3,0,12,Conservative
37,1044365,4,2,16,Moderate
20,329234,8,3,0,Aggressive
20,668040,9,0,0,Moderate
40,4235870,4,2,19,Moderate
26,284777,7,1,5,Moderate
63,1436676,2,2,42,Conservative
34,541224,1,0,13,Conservative
58,4618490,3,2,37,Moderate
37,3823422,9,0,16,Aggressive
53,4465168,8,0,32,Moderate
51,563645,10,2,30,Aggressive
18,1922618,1,3,0,Moderate
62,900000,8,0,5,Moderate
47,687460,1,3,26,Conservative
58,496059,8,2,37,Moderate
41,1333883,8,2,20,Aggressive
29,473002,2,3,8,Moderate
37,484536,1,2,16,Conservative
22,1316116,4,3,1,Moderate
26,583210,6,2,5,Moderate
54,1078004,4,0,33,Conservative
20,1499789,7,2,0,Aggressive
33,685196,10,0,12,Aggressive
52,4514744,4,1,31,Moderate
62,350000,8,2,5,Moderate
48,2117300,5,1,27,Moderate
24,1348737,4,0,3,Moderate
19,532665,2,1,0,Conservative
43,513218,7,2,22,Moderate
43,631059,1,2,22,Conservative
40,302129,10,2,19,Aggressive
62,900000,8,2,10,Moderate
20,1116702,3,3,0,Moderate
20,467583,5,0,0,Moderate
62,900000,7,0,20,Moderate
42,433949,5,2,21,Moderate
69,2216748,4,2,48,Moderate
29,1445823,10,3,8,Aggressive
41,990652,1,3,20,Conservative
66,418982,3,3,45,Conservative
57,4630122,5,2,36,Moderate
56,303575,6,1,35,Moderate
46,605550,4,0,25,Conservative
41,263632,8,2,20,Moderate
43,1082550,4,3,22,Moderate
62,350000,4,2,10,Conservative
33,213239,8,3,12,Aggressive
28,509881,4,1,7,Moderate
57,3086314,4,1,36,Moderate
48,203951,9,1,27,Moderate
49,3035318,5,2,28,Moderate
34,4553380,10,0,13,Aggressive
44,507911,7,2,23,Moderate
62,2504255,4,0,41,Moderate
52,1117080,4,1,31,Conservative
62,2000000,7,0,5,Moderate
34,551083,8,1,13,Moderate
58,3654327,2,0,37,Conservative
40,4097805,8,0,19,Aggressive
25,2747305,9,2,4,Aggressive
35,2439957,2,0,14,Conservative
35,782621,7,2,14,Moderate
39,1260643,1,2,18,Conservative
62,2000000,7,2,20,Aggressive
57,4967446,8,0,36,Moderate
21,642207,3,0,0,Conservative
18,2213822,8,2,0,Aggressive
44,900000,7,3,10,Aggressive
46,313743,2,2,25,Conservative
46,4711861,10,2,25,Aggressive
52,656589,6,2,31,Moderate
28,2458272,10,0,7,Aggressive
34,756331,7,3,13,Aggressive
56,4121297,8,1,35,Aggressive
34,537112,2,2,13,Conservative
62,1230192,8,1,41,Moderate
48,1340789,2,0,27,Conservative
66,1115680,8,0,45,Moderate
62,2000000,7,2,5,Aggressive
63,3654505,2,0,42,Conservative
26,173289,5,0,5,Moderate
38,4796943,2,2,17,Moderate
46,897570,8,2,25,Moderate
41,1360226,10,3,20,Aggressive
59,281572,10,2,38,Aggressive
54,907165,4,0,33,Conservative
69,706165,7,2,48,Moderate
50,1828733,10,2,29,Aggressive
28,607836,6,1,7,Moderate
54,698942,8,1,33,Moderate
37,325580,8,1,16,Moderate
62,2000000,9,2,10,Aggressive
59,3028820,9,2,38,Aggressive
36,1298506,7,0,15,Moderate
62,2000000,8,2,10,Aggressive
44,213172,6,1,23,Moderate
39,634441,10,2,18,Aggressive
34,280526,2,2,13,Conservative
21,336664,5,2,0,Moderate
66,550575,2,2,45,Conservative
62,2000000,4,2,10,Moderate
35,398612,5,2,14,Moderate
53,918323,2,0,32,Conservative
58,520354,10,1,37,Aggressive
57,699355,1,2,36,Conservative
58,624079,5,0,37,Conservative
49,1215290,10,1,28,Aggressive
40,574985,5,2,19,Moderate
25,301141,1,0,4,Conservative
24,246396,1,0,3,Conservative
34,413975,9,1,13,Moderate
44,4587828,6,2,23,Aggressive
31,364007,6,2,10,Moderate
62,900000,3,2,5,Conservative
51,784045,6,0,30,Moderate
24,1289490,1,1,3,Conservative
23,546714,4,1,2,Moderate
55,4965461,3,3,34,Moderate
63,1439959,10,2,42,Aggressive
62,900000,8,2,10,Moderate
42,181017,9,2,21,Aggressive
24,235507,7,0,3,Moderate
36,1290204,5,2,15,Moderate
33,4337154,4,1,12,Moderate
66,222361,10,1,45,Aggressive
50,635228,9,2,29,Moderate
62,2000000,8,2,10,Aggressive
33,2222199,4,0,12,Moderate
21,815474,1,2,0,Conservative
49,335391,3,2,28,Conservative
39,555242,9,1,18,Moderate
32,981172,1,3,11,Conservative
18,3189342,1,2,0,Moderate
52,1027345,8,1,31,Moderate
23,635893,3,2,2,Moderate
26,2000000,7,2,5,Aggressive
57,169970,8,2,36,Moderate
42,674735,9,3,21,Aggressive
38,275517,2,3,17,Conservative
59,769942,6,0,38,Moderate
29,1238201,8,1,8,Aggressive
40,934710,1,0,19,Conservative
34,3689208,7,1,13,Aggressive
44,350000,10,2,10,Aggressive
21,1372166,5,0,0,Moderate
68,505686,8,3,47,Moderate
57,360255,6,2,36,Moderate
34,4269701,10,1,13,Aggressive
62,900000,6,2,10,Moderate
25,495696,9,2,4,Aggressive
32,1058670,1,3,11,Conservative
46,1274608,1,3,25,Conservative
46,459301,9,3,25,Aggressive
36,1007046,4,3,15,Moderate
35,337585,3,2,14,Conservative
43,2641541,10,1,22,Aggressive
38,297423,5,1,17,Moderate
21,596285,6,1,0,Moderate
43,1453090,8,1,22,Moderate
35,2471052,6,2,14,Aggressive
52,409686,1,3,31,Conservative
18,3678358,9,0,0,Aggressive
22,1489680,9,2,1,Aggressive
52,2892095,1,0,31,Conservative
35,438347,8,2,14,Moderate
52,2961820,4,2,31,Moderate
22,233378,2,1,1,Conservative
62,2000000,5,2,5,Moderate
43,496185,5,1,22,Moderate
29,580045,8,2,8,Aggressive
39,654434,5,2,18,Moderate
62,900000,9,2,10,Aggressive
42,2391751,6,3,21,Aggressive
49,2900166,6,2,28,Moderate
37,432045,8,2,16,Moderate
56,790262,3,2,35,Conservative
62,350000,10,2,2,Aggressive
28,272606,6,2,7,Moderate
26,900000,6,2,5,Moderate
50,2091080,3,3,29,Moderate
58,1797430,1,2,37,Conservative
65,1035002,4,2,44,Moderate
46,161930,1,2,25,Conservative
33,4435854,8,1,12,Aggressive
34,630229,7,1,13,Moderate
34,611680,8,2,13,Moderate
68,328918,7,3,47,Moderate
62,2000000,8,1,2,Aggressive
55,723260,5,2,34,Moderate
21,1237460,3,2,0,Moderate
24,773135,5,0,3,Moderate
63,1313488,5,3,42,Moderate
53,1113081,2,2,32,Conservative
37,3026980,10,0,16,Aggressive
35,2954609,6,2,14,Aggressive
44,900000,10,2,20,Aggressive
20,1985685,8,2,0,Aggressive
25,191740,9,1,4,Aggressive
24,334214,9,2,3,Aggressive
34,1179472,9,2,13,Aggressive
41,943981,5,2,20,Moderate
28,1858485,5,1,7,Moderate
61,598863,5,0,40,Conservative
53,444834,6,3,32,Moderate
43,1219151,2,1,22,Conservative
62,2000000,9,1,5,Aggressive
44,600256,6,2,23,Moderate
31,846568,3,1,10,Conservative
41,751822,9,0,20,Moderate
62,2000000,5,2,10,Moderate
53,1285713,7,1,32,Moderate
44,900000,3,1,2,Conservative
43,4193402,8,2,22,Aggressive
62,2000000,8,2,5,Aggressive
69,4997130,9,1,48,Aggressive
38,1067953,5,1,17,Moderate
20,2921969,1,1,0,Moderate
47,3943535,6,3,26,Aggressive
25,3117440,4,2,4,Moderate
53,1109982,9,1,32,Moderate
43,519268,6,1,22,Moderate
32,2110725,6,2,11,Aggressive
28,3088033,1,2,7,Moderate
34,396763,4,2,13,Moderate
24,2249558,5,2,3,Aggressive
39,782526,3,3,18,Moderate
36,991726,2,3,15,Moderate
47,972993,2,1,26,Conservative
34,1471434,10,1,13,Aggressive
44,1349225,3,2,23,Moderate
41,221296,3,2,20,Conservative
24,656770,6,2,3,Moderate
21,960127,8,2,0,Aggressive
53,857943,1,0,32,Conservative
19,445561,9,3,0,Aggressive
34,1548723,2,2,13,Moderate
51,1015078,9,1,30,Moderate
37,431130,9,0,16,Moderate
49,880286,9,0,28,Moderate
29,494560,9,2,8,Aggressive
32,648953,5,1,11,Moderate
52,564435,7,0,31,Moderate
37,1281173,9,0,16,Moderate
62,2000000,7,2,10,Aggressive
20,1185736,7,1,0,Moderate
49,243064,10,2,28,Aggressive
36,4205310,1,2,15,Moderate
29,1110391,4,1,8,Moderate
51,1255058,2,0,30,Conservative
34,938973,7,2,13,Moderate
26,887981,5,2,5,Moderate
58,1510051,9,2,37,Aggressive
47,283653,6,1,26,Moderate
63,511819,1,1,42,Conservative
66,158144,1,2,45,Conservative
69,252549,6,1,48,Moderate
62,2000000,9,2,10,Aggressive
23,4610267,8,0,2,Aggressive
54,752871,6,1,33,Moderate
56,1448595,1,0,35,Conservative
53,4447145,10,2,32,Aggressive
38,969420,1,2,17,Conservative
23,1048738,6,2,2,Moderate
23,1297662,9,1,2,Aggressive
33,467628,9,0,12,Moderate
52,532807,4,0,31,Conservative
62,900000,3,2,10,Conservative
34,764989,9,1,13,Aggressive
42,189876,10,0,21,Aggressive
57,975388,1,2,36,Conservative
63,1207460,4,2,42,Moderate
37,4776486,9,3,16,Aggressive
52,350698,5,2,31,Moderate
37,4316207,4,2,16,Moderate
69,574131,5,2,48,Moderate
31,722487,6,3,10,Moderate
51,738974,6,1,30,Moderate
24,239381,4,2,3,Moderate
31,4586820,2,2,10,Moderate
21,260117,10,0,0,Aggressive
34,710754,7,2,13,Moderate
48,295884,2,2,27,Conservative
25,1057582,9,3,4,Aggressive
62,350000,3,2,5,Conservative
64,191013,4,2,43,Conservative
26,2000000,10,2,20,Aggressive
49,452625,10,1,28,Aggressive
38,219703,8,2,17,Moderate
56,457990,4,1,35,Conservative
31,199390,1,2,10,Conservative
34,322604,4,2,13,Moderate
58,1222227,8,2,37,Moderate
34,425547,10,2,13,Aggressive
49,425552,10,1,28,Aggressive
35,1692212,10,1,14,Aggressive
22,4390362,6,0,1,Moderate
29,548007,1,1,8,Conservative
63,4162157,1,0,42,Conservative
34,1198933,2,1,13,Conservative
44,900000,10,1,0,Aggressive
51,474143,5,3,30,Moderate
62,2000000,10,2,5,Aggressive
52,263449,2,2,31,Conservative
68,834650,6,2,47,Moderate
44,3977260,7,2,23,Aggressive
42,827934,3,2,21,Moderate
24,557740,4,1,3,Moderate
38,931975,7,0,17,Moderate
56,1471666,4,2,35,Moderate
62,350000,6,1,0,Moderate
35,3806094,6,2,14,Aggressive
59,796887,5,2,38,Moderate
36,2787489,8,0,15,Aggressive
44,977757,9,2,23,Aggressive
68,737530,6,2,47,Moderate
66,587744,7,0,45,Moderate
62,900000,10,3,20,Aggressive
65,4692827,9,1,44,Aggressive
36,162867,3,2,15,Conservative
41,1470875,4,1,20,Moderate
20,1226114,8,2,0,Aggressive
27,1928963,6,2,6,Aggressive
46,2186979,8,0,25,Moderate
38,913388,6,0,17,Moderate
63,836631,2,2,42,Conservative
38,1192575,2,2,17,Conservative
49,1026870,5,1,28,Moderate
62,900000,9,2,10,Aggressive
31,1065976,4,1,10,Moderate
51,945717,7,0,30,Moderate
62,2000000,8,2,10,Aggressive
65,1424372,9,3,44,Aggressive
32,706287,8,2,11,Aggressive
66,417422,8,0,45,Moderate
66,616953,1,0,45,Conservative
29,748294,10,0,8,Aggressive
18,1359437,7,2,0,Aggressive
62,2000000,8,2,10,Aggressive
52,424093,9,2,31,Moderate
52,1391309,10,0,31,Aggressive
34,1205976,1,2,13,Conservative
22,728589,2,0,1,Conservative
40,394181,9,2,19,Aggressive
69,1156898,2,0,48,Conservative
53,562943,9,2,32,Moderate
48,755946,7,2,27,Moderate
44,2000000,1,1,20,Conservative
65,4844803,9,3,44,Aggressive
26,936758,2,2,5,Moderate
35,1289099,5,2,14,Moderate
19,1160470,6,3,0,Aggressive
40,1598268,8,0,19,Aggressive
55,2181066,4,0,34,Moderate
28,331105,8,0,7,Moderate
62,2000000,9,2,20,Aggressive
22,993783,1,2,1,Conservative
48,1185289,5,1,27,Moderate
40,462471,9,2,19,Aggressive
36,487303,3,2,15,Conservative
64,218340,2,1,43,Conservative
59,1272928,9,2,38,Aggressive
52,2012822,8,3,31,Aggressive
68,1158031,7,3,47,Moderate
26,350000,10,2,2,Aggressive
24,4394971,7,2,3,Aggressive
27,953346,1,1,6,Conservative
18,1445687,7,1,0,Moderate
58,978164,9,2,37,Aggressive
58,2246355,7,0,37,Moderate
38,1059451,2,0,17,Conservative
54,717171,1,2,33,Conservative
47,1345687,5,3,26,Moderate
49,750131,1,0,28,Conservative
22,359315,2,0,1,Conservative
26,900000,10,0,20,Aggressive
19,3426537,1,1,0,Moderate
34,591289,2,2,13,Conservative
51,604541,6,0,30,Moderate
47,486052,9,2,26,Moderate
62,900000,5,0,0,Moderate
62,2000000,5,2,10,Moderate
31,774476,8,2,10,Aggressive
32,615359,2,2,11,Conservative
47,3073773,10,1,26,Aggressive
24,1096023,8,1,3,Aggressive
62,900000,6,2,10,Moderate
36,175515,10,2,15,Aggressive
58,625771,4,1,37,Conservative
54,607366,7,1,33,Moderate
36,1016806,7,1,15,Moderate
29,551362,2,2,8,Conservative
59,663431,5,1,38,Moderate
40,222686,9,3,19,Aggressive
36,631961,4,1,15,Conservative
68,477045,6,0,47,Moderate
26,2000000,6,0,20,Moderate
48,223517,2,1,27,Conservative
53,4531796,1,3,32,Moderate
19,326747,1,2,0,Conservative
46,4845550,3,1,25,Moderate
58,175871,6,0,37,Moderate
62,2000000,7,0,10,Moderate
42,1106401,1,1,21,Conservative
24,716131,2,1,3,Conservative
34,479711,4,2,13,Moderate
59,240909,4,3,38,Moderate
46,1045739,1,1,25,Conservative
32,2050903,6,2,11,Aggressive
43,2854442,5,3,22,Aggressive
49,591349,5,0,28,Conservative
62,350000,7,2,10,Moderate
18,1000365,4,0,0,Moderate
44,516574,10,2,23,Aggressive
28,1595454,7,0,7,Aggressive
59,266475,8,2,38,Moderate
23,4417426,6,1,2,Aggressive
62,292038,3,1,41,Conservative
49,1384495,1,0,28,Conservative
26,4777133,4,1,5,Moderate
65,306444,4,1,44,Conservative
41,533027,6,2,20,Moderate
32,817276,1,0,11,Conservative
62,900000,8,2,10,Moderate
39,1156733,8,0,18,Moderate
44,468607,7,2,23,Moderate
62,1098800,2,1,41,Conservative
39,1013447,9,0,18,Moderate
22,1320921,5,2,1,Moderate
27,303224,7,0,6,Moderate
54,411292,7,2,33,Moderate
22,434592,1,2,1,Conservative
35,227231,5,2,14,Moderate
41,3885023,1,0,20,Conservative
47,2071337,2,1,26,Conservative
41,1189892,1,2,20,Conservative
62,900000,8,2,10,Moderate
33,531073,10,2,12,Aggressive
62,413474,8,1,41,Moderate
63,715320,7,0,42,Moderate
43,3815574,7,2,22,Aggressive
44,2000000,8,2,10,Aggressive
62,2000000,10,3,5,Aggressive
53,1070146,8,2,32,Moderate
40,894465,5,0,19,Moderate
39,167367,6,2,18,Moderate
62,900000,1,1,0,Conservative
62,900000,7,2,2,Moderate
21,860731,9,3,0,Aggressive
22,3333784,8,2,1,Aggressive
41,4788959,1,2,20,Moderate
35,1296023,7,2,14,Moderate
41,4898142,7,3,20,Aggressive
27,945404,3,0,6,Conservative
31,2027649,3,3,10,Moderate
42,1350719,1,2,21,Conservative
46,3721694,10,1,25,Aggressive
22,3822282,8,3,1,Aggressive
40,658324,6,2,19,Moderate
38,2387324,8,2,17,Aggressive
23,337371,3,2,2,Moderate
37,1193458,5,0,16,Moderate
44,433208,9,0,23,Moderate
34,418138,8,2,13,Moderate
58,3123154,1,3,37,Moderate
48,2329891,7,1,27,Moderate
24,660783,7,3,3,Aggressive
61,734148,7,2,40,Moderate
41,945337,1,0,20,Conservative
59,1283929,1,2,38,Conservative
18,459722,5,2,0,Moderate
36,577628,8,1,15,Moderate
21,677035,5,0,0,Moderate
51,2526191,8,1,30,Aggressive
62,900000,8,2,10,Moderate
51,1110875,3,2,30,Conservative
26,322324,3,0,5,Conservative
62,2000000,8,2,5,Aggressive
33,304228,1,0,12,Conservative
28,2301785,6,1,7,Aggressive
43,708822,1,3,22,Conservative
33,589406,5,1,12,Moderate
38,910944,10,0,17,Aggressive
36,779386,8,2,15,Aggressive
63,829830,3,0,42,Conservative
48,1847739,8,0,27,Moderate
63,2653119,5,2,42,Moderate
44,1500245,5,1,23,Moderate
62,2229306,5,2,41,Moderate
41,619693,2,1,20,Conservative
40,711316,9,1,19,Aggressive
36,872277,3,3,15,Moderate
50,1970537,3,2,29,Moderate
61,473556,5,1,40,Moderate
57,472430,8,2,36,Moderate
33,906995,8,2,12,Aggressive
54,194077,4,2,33,Conservative
66,3775760,6,2,45,Moderate
22,1103776,7,0,1,Moderate
44,900000,4,2,2,Moderate
37,1007358,9,1,16,Aggressive
22,330108,4,2,1,Moderate
54,228426,4,1,33,Conservative
43,720562,3,2,22,Moderate
42,1303528,7,2,21,Moderate
43,315659,3,2,22,Conservative
25,2209716,8,1,4,Aggressive
42,1262032,5,1,21,Moderate
41,1196608,2,3,20,Moderate
29,418817,8,1,8,Moderate
32,653555,4,2,11,Moderate
40,1250463,4,0,19,Conservative
23,1326208,5,1,2,Moderate
65,639315,4,0,44,Conservative
31,748678,8,0,10,Moderate
52,982794,10,3,31,Aggressive
21,4609010,7,2,0,Aggressive
24,403934,2,1,3,Conservative
24,763694,7,3,3,Aggressive
40,1431377,1,2,19,Conservative
58,1246397,9,1,37,Moderate
40,794661,9,2,19,Aggressive
27,4718528,3,0,6,Moderate
19,1997806,2,3,0,Moderate
20,385298,3,2,0,Moderate
44,2000000,9,2,20,Aggressive
33,2880915,2,2,12,Moderate
51,1341582,8,0,30,Moderate
22,1968262,9,1,1,Aggressive
58,4308876,5,3,37,Moderate
22,653480,2,2,1,Conservative
36,180505,3,2,15,Conservative
36,334469,9,2,15,Aggressive
48,1439855,2,2,27,Conservative
62,2541465,2,2,41,Moderate
58,197276,9,2,37,Moderate
38,2437212,6,0,17,Moderate
57,1935293,3,2,36,Moderate
41,749849,3,3,20,Moderate
33,551094,4,2,12,Moderate
57,757667,8,0,36,Moderate
23,4554823,10,3,2,Aggressive
36,257216,10,3,15,Aggressive
28,944625,2,2,7,Moderate
42,389670,3,2,21,Conservative
51,692352,1,2,30,Conservative
48,384337,10,0,27,Moderate
31,2810705,2,1,10,Moderate
54,1044373,5,1,33,Moderate
50,677543,8,1,29,Moderate
34,1367006,8,1,13,Moderate
64,1335822,8,2,43,Moderate
24,741068,9,0,3,Aggressive
27,758408,4,2,6,Moderate
55,276298,7,3,34,Moderate
32,937011,2,2,11,Conservative
40,1061826,3,1,19,Conservative
43,759579,4,2,22,Moderate
37,389920,10,2,16,Aggressive
41,4531468,4,2,20,Moderate
25,524312,7,1,4,Moderate
35,3405417,2,1,14,Moderate
52,300089,8,0,31,Moderate
56,402638,10,0,35,Moderate
47,270680,1,2,26,Conservative
20,1065899,6,2,0,Moderate
53,1110009,7,0,32,Moderate
32,1189964,2,1,11,Conservative
37,310572,1,2,16,Conservative
21,859972,2,3,0,Moderate
61,925349,10,2,40,Aggressive
23,1156000,4,0,2,Moderate
62,2000000,10,2,20,Aggressive
34,525861,3,0,13,Conservative
38,472578,9,1,17,Moderate
40,1269129,2,2,19,Conservative
50,753622,8,1,29,Moderate
22,438575,9,2,1,Aggressive
54,1322988,4,2,33,Moderate
42,1177344,10,1,21,Aggressive
53,263584,6,1,32,Moderate
42,1395753,7,2,21,Moderate
44,867525,2,2,23,Conservative
68,685768,10,3,47,Aggressive
44,900000,7,2,10,Moderate
23,822720,3,0,2,Conservative
69,815743,6,3,48,Moderate
53,560723,9,3,32,Aggressive
36,265131,4,2,15,Moderate
36,552599,8,3,15,Aggressive
46,1669259,10,3,25,Aggressive
41,923124,7,0,20,Moderate
21,1506495,3,0,0,Moderate
40,824814,2,1,19,Conservative
61,1194840,3,2,40,Conservative
44,2000000,9,2,10,Aggressive
38,366630,10,1,17,Aggressive
47,2124264,6,1,26,Moderate
61,702672,4,3,40,Moderate
62,350000,10,2,10,Aggressive
66,238373,1,3,45,Conservative
32,1221230,8,0,11,Moderate
56,454499,5,3,35,Moderate
22,884606,3,1,1,Moderate
64,228511,10,2,43,Aggressive
42,889490,8,2,21,Aggressive
69,4109128,6,2,48,Moderate
35,914343,2,1,14,Conservative
37,2296140,5,0,16,Moderate
62,350000,7,2,10,Moderate
46,361173,10,1,25,Aggressive
35,838693,2,2,14,Conservative
58,566451,5,1,37,Moderate
42,1205513,4,1,21,Moderate
62,900000,8,1,10,Moderate
25,1145992,2,2,4,Moderate
20,595528,8,2,0,Aggressive
59,434519,9,0,38,Moderate
62,900000,10,0,10,Aggressive
33,4922461,10,2,12,Aggressive
36,968567,7,3,15,Aggressive
56,1122398,5,2,35,Moderate
32,1482773,5,1,11,Moderate
36,2135861,5,0,15,Moderate
24,1479848,8,0,3,Moderate
40,444604,1,0,19,Conservative
18,1257319,9,1,0,Aggressive
50,4614244,2,1,29,Conservative
56,3486138,10,3,35,Aggressive
38,2032375,5,3,17,Aggressive
39,1970155,8,0,18,Aggressive
31,708877,5,1,10,Moderate
57,438746,6,2,36,Moderate
26,4447573,5,3,5,Aggressive
39,3154727,10,0,18,Aggressive
32,4953470,5,3,11,Aggressive
19,680618,9,2,0,Aggressive
